,MSCI_World,Global_Bonds,Gold,Bitcoin,Ethereum,XRP,BNB,Solana
2014-03-03,86.47662647804133,100.97269680265266,88.31032225216914,102.48962662932794,,101.23186370055177,,
2014-03-04,88.18311796066254,101.3187585058166,89.2881621006262,110.96033924598675,,115.07284273930362,,
2014-03-05,86.93016965005643,101.04573224494429,88.72121512023126,108.26925758521301,,110.55555946801215,,
2014-03-06,87.1071616941914,100.74880901318322,89.03352221233021,107.15600970125479,,108.04637175220067,,
2014-03-07,87.65237237637393,100.9734902861029,89.70236022974238,105.00415683282517,,108.150106397016,,
2014-03-10,86.8853811174938,101.13202068860161,89.70624152770509,110.62233582612961,,111.24183496155557,,
2014-03-11,88.70235034467981,101.36863631307837,89.84903857838542,114.53841133551224,,120.82470676482555,,
2014-03-12,89.33949429734844,101.74321516208708,90.23743429084486,113.30700453128833,,133.86879227446167,,
2014-03-13,88.49829055358533,101.93814163267936,90.14843116142542,115.45315944424732,,122.78295780165662,,
2014-03-14,88.65283403100915,102.005653010584,90.30571570421871,108.89402700150438,,119.8084233229062,,
2014-03-17,88.92112846442728,102.42249243194001,90.64100458932782,110.55106793311957,,132.9949343300552,,
2014-03-18,88.81314437670815,102.5074886258924,90.47700371057206,110.20682017714066,,151.8761398199971,,
2014-03-19,90.19545167005903,102.16270936849632,90.65477235787783,110.76054918740923,,148.1440216291842,,
2014-03-20,89.28758666026694,102.04978076958326,90.03313630934367,105.06844868179444,,147.09512202225693,,
2014-03-21,89.88422069576893,102.07226809965115,89.37119661216019,111.16349779981822,,135.76336695448614,,
2014-03-24,91.26797370153952,102.4811420287428,90.61774454620277,122.82032232347876,,132.77256808046653,,
2014-03-25,90.32058248930039,102.16079572782036,89.96208269281644,114.60335307070733,,124.31295402971433,,
2014-03-26,89.97259294828596,102.10067254931295,90.17883725407339,115.7525088838734,,124.01610059022514,,
2014-03-27,90.47781829043642,101.78809594136484,89.05870502537243,118.65990650269045,,114.45358464009811,,
2014-03-28,90.46332329748728,101.82715746974628,89.20523005617568,132.1566342463912,,121.31152707451909,,
2014-03-31,90.34417227245305,101.68563281388087,88.25555965588988,127.67250728119213,,118.20983082612075,,
2014-04-01,90.11105400321442,101.89276615396032,89.91193532233108,121.38571064813834,,115.1583984873092,,
2014-04-02,90.00948877819054,102.1124787854561,89.19614645395762,121.21249499955302,,121.25030500679142,,
2014-04-03,90.965151620137,102.33258005706757,88.91701917653437,134.95234922812028,,121.36861213201138,,
2014-04-04,92.20111535123318,102.61442833334374,89.93190678655,137.81732160947357,,115.13297667180602,,
2014-04-07,91.60321955160443,102.46077357788208,90.16716637082641,137.13549370125148,,112.47470374005044,,
2014-04-08,91.14851926913826,102.39367742771502,88.54783086022744,147.4239139481173,,126.20332891712596,,
2014-04-09,91.77236328193271,102.96117200643602,88.94265882401928,135.00967113914314,,128.52593353710864,,
2014-04-10,90.22708143301065,101.97440496891612,88.76881036966931,118.93031696382212,,127.72639861732516,,
2014-04-11,90.41272637235383,101.88072349063144,87.83883476779363,123.40579288799036,,125.13106351472092,,
2014-04-14,90.68656545847278,101.9815634010813,88.22845784745084,127.92873528960533,,123.27220844599421,,
2014-04-15,91.3526247522702,102.52873482123638,88.35439524387554,122.3383058233101,,130.11829581567505,,
2014-04-16,91.69846279207479,102.36382869225571,87.98230092518585,126.73007592022374,,112.49655679976327,,
2014-04-17,91.58870649725593,102.43759436193527,87.64724285414488,126.58302006402438,,103.79478291952759,,
2014-04-18,91.06242959088085,102.64885624355122,87.2303943725622,127.39454946188854,,99.46542555048235,,
2014-04-21,90.73463702040934,102.51352137608518,86.29081367707543,122.50408762604988,,97.41559849591673,,
2014-04-22,91.64084639507064,102.25574399905051,88.21149242787743,122.77713818950812,,109.39306649219316,,
2014-04-23,91.209803524383,102.11616492332791,87.77450790220203,117.37245604659898,,125.70978612357524,,
2014-04-24,91.1572707114825,101.76304081859,87.20484086192906,117.3291889272873,,129.81092076427637,,
2014-04-25,91.87915789618329,102.03006809721762,87.85794679107808,116.8482243534901,,133.8409461896624,,
2014-04-28,91.81142095744089,101.80366858295096,87.76924242237304,126.27972973460047,,139.11602858880582,,
2014-04-29,92.51586325626653,102.29717270538585,88.52634866466627,129.84034912472472,,151.70623111848627,,
2014-04-30,91.58394709567735,102.1868739072194,87.95719241852943,119.02834372696647,,140.04462552924036,,
2014-05-01,92.89769205705579,101.99032342817928,88.17068404700733,121.50940019502548,,135.9497595139207,,
2014-05-02,92.96221193339758,101.80840952575842,88.06799670231561,129.21416594374273,,136.08050596316968,,
2014-05-05,94.18594282663037,101.72161262633179,88.59295706047094,133.2985853142829,,141.62378020974145,,
2014-05-06,94.56810217341615,101.96408212224281,88.69939339592511,141.68751113360216,,127.96173609256303,,
2014-05-07,93.41105235841603,102.40544582456326,88.62489660124436,141.63935773234303,,131.2451926152595,,
2014-05-08,93.94491184892698,102.48274216718774,89.9228251228635,147.9542427103398,,120.83995442529397,,
2014-05-09,93.75884400691781,102.71638801515218,89.36779001473253,141.23923633124386,,125.70722042983795,,
2014-05-12,95.49114050593697,102.65233367607762,89.40828648748735,148.90302537551807,,134.90494435183692,,
2014-05-13,94.93953555471958,102.76752978062764,89.18954784771707,139.9226678771847,,117.79424360602131,,
2014-05-14,96.27636601468032,103.54044711602992,89.76213220490573,150.00379352675142,,122.74506589685348,,
2014-05-15,95.08076034291616,102.96457148836579,89.54089034480958,137.55271490079681,,121.20434454524806,,
2014-05-16,95.71451185063604,103.3976304206184,90.25984693563639,125.55532372765312,,117.56433195651204,,
2014-05-19,93.2435591602306,103.48374485410852,88.79569617108726,125.82796818716832,,120.55306496301282,,
2014-05-20,91.62283098120439,102.65468383795266,88.21904927859768,121.47095866576898,,130.79668896900256,,
2014-05-21,91.26121190903407,102.23440786761051,87.99926971463964,121.77917221962899,,133.97201017744428,,
2014-05-22,90.81987012855262,101.84763803235977,87.49842825819393,122.82994054089667,,123.3570591879049,,
2014-05-23,91.0204756505327,102.1730810799161,87.6576317789538,123.1558580429533,,113.4923638532748,,
2014-05-26,92.45723378617019,102.44467589749063,87.24908623094964,122.23569776854796,,110.39066538882602,,
2014-05-27,92.17412321323599,102.29344586764537,87.11909382841037,122.18124142887656,,102.23492921653907,,
2014-05-28,91.9632241968138,102.4199678041726,86.98459055647953,123.26108035970044,,108.0636383179549,,
2014-05-29,92.40594216817874,102.5156682037267,86.18665948905311,126.66816436597472,,110.36204587713297,,
2014-05-30,93.26206819947407,102.68811968766687,86.30245213580649,140.04326003235136,,111.20499059857138,,
2014-06-02,93.59412982298949,102.59925501211067,87.18460681759085,135.24200881593777,,116.77514253241492,,
2014-06-03,93.44016411496861,102.91061740038639,86.8731225824359,135.48139896561094,,116.44025328565606,,
2014-06-04,93.50792635334331,102.83574502041752,87.48686613727288,140.64643113845185,,118.23134912720643,,
2014-06-05,93.40969976308735,103.42103616973588,87.53380233438726,139.00942426857839,,113.51795769639506,,
2014-06-06,93.11785654348627,103.18728881982489,86.66750619533839,129.81118585253316,,107.23349922098254,,
2014-06-09,93.37152336915267,102.97967683136824,86.0798420992985,126.5093128426254,,107.2576442639182,,
2014-06-10,93.4729615932753,103.19675128745207,85.85154042235762,133.16626666906282,,100.05818745916915,,
2014-06-11,92.43583457597114,103.181833458129,86.26607477828637,129.772597025473,,108.33159776161618,,
2014-06-12,92.69623568420862,102.69729411015575,86.85433624545192,134.20064364657756,,109.66137702031189,,
2014-06-13,92.01684008985798,102.64978279626725,86.12078038960195,128.35741772930598,,104.39714664519309,,
2014-06-16,92.72399864580692,102.45830585016861,87.07270113892959,133.0600516828126,,112.71824085189819,,
2014-06-17,92.63084123062629,102.28681161910498,87.06272317777119,129.5267301334367,,106.16578009930589,,
2014-06-18,93.62133864125222,102.5500135673286,86.67216957190999,124.93567787842564,,113.29005047822982,,
2014-06-19,93.24389944873334,102.24275758489736,86.72413645033666,124.73611509144864,,112.58850714067566,,
2014-06-20,92.92555158998815,102.35160615019834,86.12805174663949,125.02478733430576,,125.72645300050573,,
2014-06-23,90.76500823893385,101.95310238463826,84.48898841798814,130.30763088689255,,117.13183285526189,,
2014-06-24,89.58070084789554,102.33827857760929,84.86616351940587,119.14652035897966,,111.9443099790549,,
2014-06-25,90.18929628469839,102.39850430743233,83.90830357710682,122.80628206646792,,107.14217552893783,,
2014-06-26,88.78800119110193,101.75750805754502,83.4969676485935,128.57667083098775,,95.49333494992807,,
2014-06-27,89.41508330414258,101.61481244080393,82.8944196476042,138.80369324487782,,98.4871004412247,,
2014-06-30,88.05793326624391,101.11354978610983,82.28678863671801,133.24012039323935,,89.42090265232699,,
2014-07-01,88.57385048238098,101.29702876202151,82.42742580428519,130.70733062760874,,92.44316117572073,,
2014-07-02,87.4981267315545,101.18895211387517,81.88945275191001,126.42932143085051,,87.54321782053871,,
2014-07-03,88.65212121123969,101.60888694535373,80.90020320587593,129.82863435845303,,94.61461243136719,,
2014-07-04,88.93114496228478,101.70358538478021,80.88178414753993,131.4215337752059,,81.38882764632118,,
2014-07-07,88.68746279790535,101.52053141763892,80.35365339722745,130.89174408413896,,81.03943088476038,,
2014-07-08,89.42900604628036,101.83749273774747,80.25875943048038,137.18507388346688,,83.19214975736818,,
2014-07-09,90.58025443958267,102.05998888287672,80.69576016519798,133.47160316593067,,85.47517918630427,,
2014-07-10,90.90690719086541,102.15777776016981,81.23816642424624,126.77299298591144,,82.17216961979446,,
2014-07-11,90.61247726870883,102.3589780209154,80.7397419565311,119.50986945113998,,90.7455850911662,,
2014-07-14,89.95976954730129,102.57895234771613,80.83299080038778,112.24361366270176,,88.25239538275622,,
2014-07-15,88.82476996114417,102.29602421088755,79.864841196248,110.37105958641133,,88.85488382954311,,
2014-07-16,89.78259041212449,102.00667581854263,80.44074811984788,113.9088555646965,,89.27674498334241,,
2014-07-17,89.50481554018377,101.72135672409566,80.62346717192784,127.2744315750252,,86.45524187366456,,
2014-07-18,89.45448051485695,101.8175740243949,82.0209046445121,130.56400343255663,,86.8027845262269,,
2014-07-21,89.23380241297143,101.02837553407242,82.27622291796432,129.41109978137325,,89.01442778949341,,
2014-07-22,89.14459828958807,100.82366208334844,82.3159548911793,137.1817915359481,,82.25340115121381,,
2014-07-23,88.2704028163086,100.76990417335827,82.6998085173668,130.42978740965106,,78.03578003384916,,
2014-07-24,89.32161693403162,100.83987140431164,82.55095360648336,135.08881279828196,,73.42194049608247,,
2014-07-25,89.12609746570699,100.53364734983793,83.1219243361,141.22413412522963,,74.95114057502674,,
2014-07-28,90.15699326610583,101.19483498712081,83.13500598524699,148.7077066993836,,72.50326382698168,,
2014-07-29,90.56167362429633,101.60523019760983,82.78145566249879,151.77929631586127,,69.33118176801742,,
2014-07-30,90.04556115677313,101.44780854585724,83.18367379002987,148.12396204448703,,71.12170212457734,,
2014-07-31,89.98534560552254,101.78718636897668,83.21059518709569,139.4360959366037,,70.606517836791,,
2014-08-01,89.43011915380524,102.08332551522005,83.79591013598564,137.57447664984755,,71.54938139151413,,
2014-08-04,88.91187811867289,101.7953311129762,82.95555542446249,134.06680085286936,,70.93234861808918,,
2014-08-05,88.24892860379182,102.50663157467889,82.9886429412741,137.88891431675637,,72.1495661008193,,
2014-08-06,88.33378628749969,102.22141284592108,82.58511485942005,136.65789020941966,,72.08651980285626,,
2014-08-07,87.43526711870363,101.95108480704533,81.96788421992368,137.75662357854966,,65.66676582405505,,
2014-08-08,87.43393974509516,101.54211143313603,80.61808017742608,126.62933802610745,,65.47249243449755,,
2014-08-11,88.80577257783914,101.8527632439852,81.70267548966481,135.8114473107757,,66.14525984390946,,
2014-08-12,88.630808172508,101.40488889465249,81.60152430515784,129.53354183681157,,64.35260614314933,,
2014-08-13,88.32715799498898,101.25854405642407,80.69556763474034,118.91227796633488,,64.12158612775207,,
2014-08-14,89.01402996283613,101.63570160736697,80.05386515355167,112.2972602147815,,62.411706457783836,,
2014-08-15,89.94545823791323,101.94424830786895,80.03253837947494,111.45870361850186,,60.12511565335831,,
2014-08-18,88.72310986944223,101.66127532908982,80.34215027122289,115.18660657413562,,62.764111974553174,,
2014-08-19,88.63408241061742,102.08074778625414,80.22166470892849,118.88388058813537,,69.77231426487369,,
2014-08-20,87.77434029315451,101.75342409091859,79.83253108735808,111.78135583700035,,67.50594186410906,,
2014-08-21,86.59100295262483,101.76310062865322,79.5371537326609,109.63637483798536,,69.91328496523754,,
2014-08-22,87.59104390475898,101.82006486138839,79.78849492218052,110.42309956611962,,72.515453373921,,
2014-08-25,87.41535763817295,101.89919465929376,79.91546834509647,102.83478823562275,,69.71657957536473,,
2014-08-26,88.26137996560523,101.94220726716816,80.36045802463522,98.48830433323965,,66.37238699064541,,
2014-08-27,87.57700967801357,101.87970964286454,80.3046634457943,88.82922689858826,,64.31633544169165,,
2014-08-28,87.888566694218,101.9604277899421,80.9552952585034,86.01774720279968,,63.195665428862334,,
2014-08-29,87.39589337586291,101.67910195532015,80.11390264489839,75.6439830129914,,61.293642269005645,,
2014-09-01,87.03912668663672,101.52082549140422,80.10903762129522,72.88244948110624,,60.648995259996575,,
2014-09-02,86.35423198808397,101.48783078271839,79.5564549792149,68.81867223966186,,55.47644191316651,,
2014-09-03,85.44148937879422,101.28553299130856,79.22761915957959,65.3007186918667,,57.07296499657034,,
2014-09-04,87.14410027592952,101.19883893078784,79.64765029268783,64.16652197484622,,54.67594801818868,,
2014-09-05,87.00352557901873,100.94497291814442,79.13927484977819,67.3090149189825,,50.771821552578785,,
2014-09-08,87.46810735229825,100.82175121367744,79.04975780158782,66.61471029007502,,53.93477915900296,,
2014-09-09,87.38397268346004,100.82209136353408,79.57099191601958,67.43558868455305,,56.388483735107506,,
2014-09-10,86.52335908164741,100.82171098762709,79.13132351166364,69.50277949612988,,60.98800155317452,,
2014-09-11,86.11907019144537,100.786478699102,78.29458605015748,72.04872352080176,,60.87342619068272,,
2014-09-12,86.31714725481439,100.7269637350397,78.83205218069708,75.13380917595815,,59.24506088506284,,
2014-09-15,86.46928240548743,100.70390432170593,79.27949286503927,73.0401976611908,,63.06642100046588,,
2014-09-16,86.36644051253897,100.32443143991543,79.09191321479369,69.39265899347357,,62.50065471982832,,
2014-09-17,87.0459742748864,99.56124266677266,79.1800571109338,67.07078703090487,,62.036058671964156,,
2014-09-18,88.29263016222004,99.75008964897293,79.1107186514595,66.83261499115054,,60.262476857220214,,
2014-09-19,89.19437027072019,99.42652912756147,79.23086144421131,67.60272613306033,,62.50780657456983,,
2014-09-22,89.62366173622233,99.24848851533808,79.98022898311844,67.80886676216276,,54.61262857007539,,
2014-09-23,89.27677362419394,98.85312066149714,80.25425972212712,70.87199917469496,,55.74111026372199,,
2014-09-24,88.44605690865012,98.82548819195821,79.89592883659229,69.2769569981629,,48.14293130090802,,
2014-09-25,89.6019640225623,98.66499833433234,80.0664290156315,76.39243338348778,,51.625191313013715,,
2014-09-26,90.13780764968895,98.90701581197884,79.49094719055032,81.34470637645909,,47.87041601901781,,
2014-09-29,90.24638435802109,98.77036339772508,79.63246821738913,79.522611784058,,49.70976387067106,,
2014-09-30,91.7705898926471,98.53858222480851,80.07724073074147,83.51383937385384,,58.22240793526775,,
2014-10-01,92.4163471160265,98.25338782778599,80.9385478138414,74.07107905173052,,58.08599677706246,,
2014-10-02,93.04083132489637,98.52204658663068,82.37420867829756,79.99341863318712,,54.99482918104193,,
2014-10-03,93.56642773729818,98.78480740224832,82.91677993940306,82.72934760708459,,62.85241851613128,,
2014-10-06,92.61879275319373,98.93800046384528,83.32923578334122,83.84914311263326,,60.65951319173457,,
2014-10-07,94.4221110319339,99.68623172237761,83.21484325695234,79.3922075676715,,58.3619390926266,,
2014-10-08,93.41505742237167,99.5794881497448,83.50248886392214,87.75763711610456,,61.43450205477626,,
2014-10-09,94.30207512922232,99.80596015434398,84.31998010179352,87.93818261525236,,52.62329232841301,,
2014-10-10,95.52673938741194,99.86445063506024,85.31044394667865,88.1116978309712,,48.57207610223319,,
2014-10-13,97.38499608528232,100.04496469782616,86.03491536113803,94.11163819729319,,45.61190973791356,,
2014-10-14,98.7045136540386,100.25961225357666,86.98918630721299,95.94267044854274,,45.31072563008161,,
2014-10-15,100.5391106593456,100.26315100510263,88.4398143303038,94.36159279965001,,41.249035788688126,,
2014-10-16,99.80487005324372,100.64173145128146,87.63897326280777,95.85600292843253,,42.391760025433534,,
2014-10-17,98.4916530349747,99.87911402888942,87.44282704227459,89.45514089063798,,43.641968958582275,,
2014-10-20,99.46522674705467,100.08985894041777,88.41599086825795,93.79769004814607,,44.15253905129165,,
2014-10-21,98.5755848520229,100.063371435104,87.58966013730117,93.19335884529704,,42.231385489186046,,
2014-10-22,99.28749357179242,100.11484799231324,86.9070637899669,98.30179842269493,,38.4200239879086,,
2014-10-23,100.34994486248057,99.99685985725382,87.48825345873118,94.2249374605059,,40.12901103842973,,
2014-10-24,99.04699989519166,99.6980535405227,86.99575363883685,97.6494283770313,,37.28147772085183,,
2014-10-27,97.73514005447024,99.25386449916799,86.63175849427695,96.21627284250572,,37.15617999504423,,
2014-10-28,98.38425121902735,99.01497146954597,87.13219404061836,105.93879847570003,,39.67940622650171,,
2014-10-29,98.65550655454264,99.02021128895248,86.70733957544698,103.03173924219833,,39.80520721334578,,
2014-10-30,98.60970133904277,98.88242336240063,86.84418893320218,112.02635723411538,,34.881267577869366,,
2014-10-31,99.44076880029841,98.7498043590938,87.56040560812716,115.96581618570228,,32.982372404623476,,
2014-11-03,98.92129195292891,98.80986695674518,87.06024885450077,118.99129435043056,,35.20775478120664,,
2014-11-04,97.56614015069958,98.29979052028138,86.3741683752712,112.80330293780652,,34.77067424360238,,
2014-11-05,97.08459965661214,98.40130347243844,85.6667554021802,115.65290107122604,,37.73423645649228,,
2014-11-06,96.11896820257365,98.09628449052177,85.83284567615581,117.8344591098097,,32.379501064018,,
2014-11-07,94.29201091139497,97.96540938133852,86.43924289316406,110.970604652411,,31.165490793789306,,
2014-11-10,94.80160263651494,98.07044901919215,85.82509946220492,106.13142038071506,,31.121838229175562,,
2014-11-11,94.88715797066025,98.13360037721407,86.28060500626965,102.4889007348508,,28.183535677092863,,
2014-11-12,94.41465423070663,97.94254709979097,86.98979156514604,110.44337270465338,,27.311930238379716,,
2014-11-13,93.6095574953375,97.59141856981078,86.3273861990581,109.86800920629915,,28.418006765188768,,
2014-11-14,93.34895463070096,97.27059732058318,85.897942956036,113.83063152344306,,28.984606418164873,,
2014-11-17,92.60502510978176,97.17095435539768,84.95538852085895,113.91500391620923,,27.532381399995735,,
2014-11-18,91.5088566977908,97.24016699320327,84.21454044732916,113.2759638695926,,27.601633895730494,,
2014-11-19,92.21396856399339,97.56345560380663,84.40316849180634,114.94043289534186,,29.750974407146508,,
2014-11-20,91.31168531317337,97.31712849303203,84.53818823498658,111.71641937003918,,27.46375951695063,,
2014-11-21,91.14403047209467,97.40083788857429,84.75511864466881,118.96940361742749,,28.13091082156351,,
2014-11-24,91.02221914274155,97.03091507453013,85.40207119772907,120.69190466093318,,30.135416707041106,,
2014-11-25,92.73435118773672,96.7608910347606,86.26127831428647,125.69888279361709,,30.03215476314209,,
2014-11-26,91.99657796477176,96.32739891176098,85.10636751419783,115.8079632653716,,31.62359998074792,,
2014-11-27,93.24724154447331,96.29324093549397,86.30443095610755,119.14438589639124,,31.976090182528473,,
2014-11-28,93.28803484629184,95.87896690735552,87.00930945053928,115.53010195075547,,34.11414100504861,,
2014-12-01,92.81866865897415,95.41910604203355,86.60538705963388,113.04892016413757,,36.04231469121591,,
2014-12-02,91.37181527800588,95.34503939039868,87.18181212593576,116.3524179644797,,35.6210565353456,,
2014-12-03,90.66257000744044,95.0727649372795,87.32852119544245,110.0954834823569,,34.69093542804341,,
2014-12-04,91.23404616014103,94.75432091472379,87.70329849954508,110.41484215766604,,33.81470827980627,,
2014-12-05,90.48741300619947,95.34711148550247,88.87280305301539,113.7070166189921,,34.10139463417261,,
2014-12-08,90.62760214184866,95.40820830342011,87.40911625218547,120.23290217037348,,34.582271529615596,,
2014-12-09,90.67481573327238,95.28606895712392,86.37033481683414,117.096600944454,,37.414146094131986,,
2014-12-10,91.59911711200421,95.63944308275491,87.23647629610475,120.98424566383912,,38.035474176415974,,
2014-12-11,91.79624340028477,95.4422308173964,87.1104796759667,122.743971550288,,38.82892823103286,,
2014-12-12,89.6407486371769,95.52711285222534,85.7956467361358,113.12227135613999,,41.211779653395425,,
2014-12-15,88.54076998416795,95.0273408396103,86.47945243473254,101.65949407239627,,41.46953319971326,,
2014-12-16,86.75838690878027,94.39970692526492,86.10485562258157,90.60197593512794,,41.06258024101861,,
2014-12-17,84.693430939553,93.88499096285656,84.24961497280057,89.08571783076404,,42.53079645575724,,
2014-12-18,84.69663564573308,93.61385166447737,83.71403651424062,88.976676936585,,42.33404861724484,,
2014-12-19,85.58303335523362,94.17329993938634,84.69642334512925,85.37892952098377,,44.46479494066055,,
2014-12-22,86.10128225806532,93.77235345565808,85.79629288096704,83.08372660008474,,46.567239444210685,,
2014-12-23,85.09613411357985,93.4149769750197,84.24201419237521,80.34837772243758,,45.22284791948516,,
2014-12-24,84.96263262665373,93.33838348737395,84.09460672031123,78.10941125534485,,41.54680029018659,,
2014-12-25,86.04827969904399,93.64893281824432,84.2938347071568,79.38454475073361,,38.868404639808226,,
2014-12-26,86.02804191532749,93.92866650883566,83.3670408770122,88.21445596457028,,38.5089732780216,,
2014-12-29,86.39441556069845,94.02411012387047,83.3193971943667,85.28451273128688,,41.2352732216152,,
2014-12-30,86.08668191078031,94.58167766022885,82.41460353442534,85.91776499645331,,43.729921367049066,,
2014-12-31,85.79078721425208,94.46568181107452,82.1538668083044,83.0981513158793,,48.259523894835304,,
2015-01-01,85.89814472879364,94.63065326010783,83.38520247437869,81.78043000044438,,51.73703762701797,,
2015-01-02,86.45535602651066,94.93357547514438,83.90458067581844,79.27095392527521,,50.277005789800896,,
2015-01-05,86.63195718981403,94.88375638419947,84.46714126791821,78.79630761337721,,46.251237861237854,,
2015-01-06,85.81445194039979,94.65188522256946,84.49034706203524,75.80583825580325,,43.95872524722845,,
2015-01-07,86.08546710281138,94.60768940104496,84.90934428374669,77.71593115008459,,43.679360022484936,,
2015-01-08,86.12229332066809,94.3393573702832,85.27780629618088,77.84473717255439,,41.23158236289024,,
2015-01-09,86.84693009569764,94.21106090897423,85.0075828574,75.99288789453232,,44.486043009436365,,
2015-01-12,85.60609694840176,93.87942760620105,84.39097563712906,81.65415165535269,,41.40640712252648,,
2015-01-13,85.9959500997932,93.46291215874874,84.87791857539727,77.34186324464955,,42.75919928719921,,
2015-01-14,86.55630462844023,93.55643872278556,84.48439526237722,78.73259964160484,,44.80433599271223,,
2015-01-15,85.67707233077091,92.95607973579169,83.808745001217,85.5162685695111,,39.35366174517163,,
2015-01-16,86.3905600322414,93.73074238855021,85.14584763016099,84.92922034927295,,39.63014979960802,,
2015-01-19,87.34001254294003,94.37910422069542,86.60780331254583,92.30749925427232,,43.927138693669846,,
2015-01-20,87.2356971231815,94.59117068640845,86.11955725167466,98.04993220734252,,45.802152071040794,,
2015-01-21,87.88325977039682,94.64886041948087,85.94365378200517,100.84236330024419,,46.81021749314666,,
2015-01-22,88.81800923159685,94.55117874841426,86.46382229143899,93.25643529411145,,44.104924600735536,,
2015-01-23,86.24512819747456,94.47335170875881,85.7423019029265,96.08798279026567,,40.23896260544916,,
